Date/Heure (UTC),Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Année,Mois,Jour,Heure (UTC),Temp (°C),Temp Indicateur,Point de rosée (°C),Point de rosée Indicateur,Hum. rel (%),Hum. rel. Indicateur,Hauteur de précip. (mm),Hauteur de précip. Indicateur,Dir. du vent (10s deg),Dir. du vent Indicateur,Vit. du vent (km/h),Vit. du vent Indicateur,Visibilité (km),Visibilité Indicateur,Pression à la station (kPa),Pression à la station Indicateur,Hmdx,Hmdx Indicateur,Refroid. éolien,Refroid. éolien Indicateur,Temps
2020-01-06 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,6,14:00,"-10,2",,"-12,5",,83.0,,,,2.0,,18.0,,"16,1",,"100,72",,,,-18.0,,Neige
2020-01-06 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,6,15:00,"-9,0",,"-11,8",,80.0,,,,4.0,,22.0,,"12,9",,"100,67",,,,-17.0,,Neige
2020-01-06 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,6,16:00,"-8,6",,"-11,2",,82.0,,,,4.0,,23.0,,"4,8",,"100,56",,,,-17.0,,Neige
2020-01-06 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,6,17:00,"-8,2",,"-10,7",,82.0,,,,4.0,,22.0,,"4,0",,"100,42",,,,-16.0,,Neige
2020-01-06 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,6,18:00,"-7,8",,"-9,9",,84.0,,,,4.0,,21.0,,"4,0",,"100,32",,,,-15.0,,Neige
2020-01-06 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,6,19:00,"-7,7",,"-9,8",,85.0,,,,2.0,,18.0,,"2,4",,"100,30",,,,-15.0,,Neige
2020-01-06 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,6,20:00,"-7,6",,"-9,9",,84.0,,,,35.0,,11.0,,"4,8",,"100,37",,,,-13.0,,Neige
2020-01-06 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,6,21:00,"-8,0",,"-10,2",,84.0,,,,33.0,,11.0,,"9,7",,"100,44",,,,-13.0,,Neige
2020-01-06 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,6,22:00,"-8,4",,"-10,7",,84.0,,,,32.0,,8.0,,"16,1",,"100,53",,,,-13.0,,Neige
2020-01-06 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,6,23:00,"-8,6",,"-11,0",,83.0,,,,36.0,,7.0,,"16,1",,"100,53",,,,-12.0,,Neige
2020-01-07 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,00:00,"-8,6",,"-10,9",,83.0,,,,0.0,,1.0,,"24,1",,"100,61",,,,-9.0,,Généralement nuageux
2020-01-07 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,01:00,"-9,1",,"-11,0",,86.0,,,,36.0,,2.0,,"24,1",,"100,61",,,,-10.0,,ND
2020-01-07 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,02:00,"-9,0",,"-10,6",,88.0,,,,1.0,,6.0,,"24,1",,"100,56",,,,-12.0,,ND
2020-01-07 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,03:00,"-7,0",,"-8,8",,87.0,,,,7.0,,5.0,,"9,7",,"100,53",,,,-10.0,,Neige
2020-01-07 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,04:00,"-6,4",,"-7,9",,89.0,,,,12.0,,10.0,,"9,7",,"100,47",,,,-11.0,,Neige
2020-01-07 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,05:00,"-5,7",,"-7,1",,90.0,,,,34.0,,10.0,,"6,4",,"100,51",,,,-10.0,,Neige
2020-01-07 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,06:00,"-5,8",,"-7,3",,89.0,,,,29.0,,10.0,,"19,3",,"100,59",,,,-10.0,,Neige
2020-01-07 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,07:00,"-6,5",,"-8,7",,85.0,,,,26.0,,15.0,,"24,1",,"100,70",,,,-12.0,,ND
2020-01-07 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,08:00,"-6,1",,"-9,2",,79.0,,,,25.0,,25.0,,"24,1",,"100,79",,,,-14.0,,ND
2020-01-07 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,09:00,"-5,6",,"-9,2",,76.0,,,,27.0,,20.0,,"24,1",,"100,86",,,,-12.0,,Généralement dégagé
2020-01-07 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,10:00,"-7,1",,"-10,5",,77.0,,,,26.0,,16.0,,"24,1",,"100,94",,,,-13.0,,ND
2020-01-07 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,11:00,"-6,3",,"-10,4",,73.0,,,,27.0,,13.0,,"24,1",,"100,99",,,,-12.0,,ND
2020-01-07 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,12:00,"-7,9",,"-11,5",,76.0,,,,26.0,,13.0,,"24,1",,"101,08",,,,-14.0,,Généralement dégagé
2020-01-07 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,13:00,"-7,0",,"-10,9",,73.0,,,,27.0,,12.0,,"24,1",,"101,14",,,,-12.0,,ND
2020-01-07 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,14:00,"-6,2",,"-11,0",,69.0,,,,29.0,,11.0,,"24,1",,"101,18",,,,-11.0,,ND
2020-01-07 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,15:00,"-5,2",,"-10,0",,69.0,,,,23.0,,11.0,,"24,1",,"101,19",,,,-10.0,,Généralement nuageux
2020-01-07 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,16:00,"-4,4",,"-11,0",,60.0,,,,24.0,,6.0,,"24,1",,"101,10",,,,-7.0,,ND
2020-01-07 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,17:00,"-3,4",,"-11,2",,55.0,,,,21.0,,15.0,,"48,3",,"101,05",,,,-9.0,,ND
2020-01-07 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,18:00,"-2,8",,"-9,7",,59.0,,,,21.0,,16.0,,"48,3",,"101,03",,,,-8.0,,Généralement nuageux
2020-01-07 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,19:00,"-2,3",,"-8,8",,61.0,,,,19.0,,18.0,,"24,1",,"101,05",,,,-8.0,,ND
2020-01-07 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,20:00,"-2,6",,"-8,2",,66.0,,,,36.0,,1.0,,"24,1",,"100,96",,,,-3.0,,ND
2020-01-07 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,21:00,"-2,6",,"-8,3",,65.0,,,,14.0,,16.0,,"24,1",,"100,99",,,,-8.0,,Nuageux
2020-01-07 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,22:00,"-2,9",,"-7,5",,70.0,,,,13.0,,11.0,,"24,1",,"100,98",,,,-7.0,,ND
2020-01-07 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,7,23:00,"-2,8",,"-7,1",,73.0,,,,11.0,,10.0,,"24,1",,"100,93",,,,-7.0,,ND
2020-01-08 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,00:00,"-2,6",,"-6,8",,73.0,,,,11.0,,11.0,,"24,1",,"100,85",,,,-7.0,,Nuageux
2020-01-08 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,01:00,"-2,8",,"-6,6",,75.0,,,,12.0,,8.0,,"24,1",,"100,83",,,,-6.0,,ND
2020-01-08 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,02:00,"-2,6",,"-6,4",,75.0,,,,11.0,,5.0,,"24,1",,"100,73",,,,-5.0,,ND
2020-01-08 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,03:00,"-2,7",,"-6,4",,76.0,,,,12.0,,7.0,,"24,1",,"100,67",,,,-6.0,,Nuageux
2020-01-08 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,04:00,"-2,7",,"-6,1",,77.0,,,,16.0,,6.0,,"24,1",,"100,62",,,,-5.0,,ND
2020-01-08 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,05:00,"-2,7",,"-6,0",,78.0,,,,9.0,,4.0,,"24,1",,"100,56",,,,-4.0,,Neige
2020-01-08 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,06:00,"-2,9",,"-4,0",,92.0,,,,12.0,,8.0,,"2,0",,"100,47",,,,-6.0,,Neige
2020-01-08 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,07:00,"-2,2",,"-3,1",,93.0,,,,13.0,,7.0,,"19,3",,"100,43",,,,-5.0,,Neige
2020-01-08 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,08:00,"-2,1",,"-3,2",,92.0,,,,14.0,,10.0,,"24,1",,"100,35",,,,-6.0,,Neige
2020-01-08 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,09:00,"-2,1",,"-3,3",,92.0,,,,13.0,,7.0,,"24,1",,"100,26",,,,-5.0,,Neige
2020-01-08 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,10:00,"-2,0",,"-3,2",,92.0,,,,10.0,,5.0,,"24,1",,"100,21",,,,-4.0,,Neige
2020-01-08 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,11:00,"-1,7",,"-2,9",,92.0,,,,13.0,,8.0,,"24,1",,"100,17",,,,-5.0,,Neige
2020-01-08 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,12:00,"-1,2",,"-2,3",,92.0,,,,16.0,,14.0,,"2,0",,"100,16",,,,-6.0,,Neige
2020-01-08 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,13:00,"-1,2",,"-2,1",,93.0,,,,18.0,,13.0,,"8,1",,"100,18",,,,-5.0,,Neige
2020-01-08 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,14:00,"-1,1",,"-2,1",,93.0,,,,27.0,,10.0,,"11,3",,"100,20",,,,-5.0,,Neige
2020-01-08 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,15:00,"-2,5",,"-3,8",,90.0,,,,28.0,,14.0,,"11,3",,"100,25",,,,-7.0,,Neige
2020-01-08 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,16:00,"-2,0",,"-3,9",,87.0,,,,28.0,,13.0,,"16,1",,"100,26",,,,-6.0,,Neige
2020-01-08 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,17:00,"-1,4",,"-3,6",,85.0,,,,25.0,,14.0,,"24,1",,"100,24",,,,-6.0,,ND
2020-01-08 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,18:00,"-0,4",,"-3,8",,78.0,,,,27.0,,28.0,,"24,1",,"100,30",,,,-7.0,,Généralement nuageux
2020-01-08 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,19:00,"-0,7",,"-4,9",,73.0,,,,27.0,,30.0,,"24,1",,"100,42",,,,-7.0,,ND
2020-01-08 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,20:00,"-0,5",,"-6,4",,64.0,,,,27.0,,37.0,,"24,1",,"100,58",,,,-8.0,,ND
2020-01-08 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,21:00,"-2,0",,"-7,2",,68.0,,,,26.0,,35.0,,"24,1",,"100,80",,,,-10.0,,Poudrerie élevée
2020-01-08 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,22:00,"-3,2",,"-8,8",,66.0,,,,27.0,,33.0,,"24,1",,"100,94",,,,-11.0,,Poudrerie élevée
2020-01-08 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,8,23:00,"-5,0",,"-7,6",,82.0,,,,27.0,,34.0,,"24,1",,"101,12",,,,-13.0,,"Averses de neige,Poudrerie élevée"
2020-01-09 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,00:00,"-7,0",,"-12,1",,68.0,,,,28.0,,33.0,,"24,1",,"101,35",,,,-16.0,,Poudrerie élevée
2020-01-09 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,01:00,"-8,2",,"-13,5",,66.0,,,,28.0,,27.0,,"24,1",,"101,59",,,,-17.0,,"Averses de neige,Poudrerie élevée"
2020-01-09 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,02:00,"-9,0",,"-15,0",,62.0,,,,27.0,,22.0,,"24,1",,"101,81",,,,-17.0,,Poudrerie élevée
2020-01-09 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,03:00,"-9,3",,"-15,0",,64.0,,,,27.0,,29.0,,"24,1",,"101,98",,,,-18.0,,Poudrerie élevée
2020-01-09 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,04:00,"-10,3",,"-15,2",,68.0,,,,25.0,,32.0,,"24,1",,"102,15",,,,-20.0,,ND
2020-01-09 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,05:00,"-10,7",,"-15,9",,66.0,,,,26.0,,33.0,,"24,1",,"102,30",,,,-21.0,,ND
2020-01-09 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,06:00,"-11,4",,"-17,2",,63.0,,,,26.0,,32.0,,"24,1",,"102,50",,,,-22.0,,Généralement nuageux
2020-01-09 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,07:00,"-13,0",,"-18,6",,63.0,,,,26.0,,30.0,,"24,1",,"102,73",,,,-23.0,,ND
2020-01-09 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,08:00,"-13,7",,"-19,0",,65.0,,,,27.0,,32.0,,"24,1",,"102,91",,,,-25.0,,ND
2020-01-09 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,09:00,"-14,1",,"-19,6",,64.0,,,,27.0,,21.0,,"24,1",,"103,04",,,,-23.0,,Dégagé
2020-01-09 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,10:00,"-14,8",,"-20,1",,64.0,,,,27.0,,25.0,,"24,1",,"103,19",,,,-25.0,,ND
2020-01-09 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,11:00,"-15,5",,"-20,6",,65.0,,,,28.0,,21.0,,"24,1",,"103,36",,,,-25.0,,ND
2020-01-09 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,12:00,"-16,0",,"-21,0",,66.0,,,,27.0,,16.0,,"24,1",,"103,48",,,,-24.0,,Dégagé
2020-01-09 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,13:00,"-16,1",,"-20,8",,67.0,,,,28.0,,15.0,,"48,3",,"103,56",,,,-24.0,,ND
2020-01-09 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,14:00,"-15,6",,"-20,7",,66.0,,,,27.0,,16.0,,"48,3",,"103,67",,,,-24.0,,ND
2020-01-09 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,15:00,"-14,8",,"-20,6",,62.0,,,,26.0,,12.0,,"48,3",,"103,78",,,,-22.0,,Dégagé
2020-01-09 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,16:00,"-14,2",,"-20,4",,60.0,,,,24.0,,7.0,,"48,3",,"103,70",,,,-19.0,,ND
2020-01-09 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,17:00,"-13,3",,"-20,4",,56.0,,,,25.0,,7.0,,"48,3",,"103,71",,,,-18.0,,ND
2020-01-09 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,18:00,"-12,8",,"-20,0",,56.0,,,,27.0,,6.0,,"48,3",,"103,66",,,,-17.0,,Nuageux
2020-01-09 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,19:00,"-12,1",,"-19,0",,57.0,,,,20.0,,11.0,,"48,3",,"103,63",,,,-18.0,,ND
2020-01-09 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,20:00,"-12,2",,"-17,4",,65.0,,,,27.0,,6.0,,"48,3",,"103,59",,,,-16.0,,ND
2020-01-09 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,21:00,"-11,6",,"-16,5",,67.0,,,,10.0,,8.0,,"48,3",,"103,51",,,,-16.0,,Nuageux
2020-01-09 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,22:00,"-11,4",,"-17,7",,60.0,,,,12.0,,13.0,,"48,3",,"103,53",,,,-18.0,,ND
2020-01-09 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,9,23:00,"-11,6",,"-16,9",,65.0,,,,8.0,,15.0,,"24,1",,"103,49",,,,-19.0,,ND
2020-01-10 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,00:00,"-11,3",,"-16,3",,67.0,,,,8.0,,16.0,,"24,1",,"103,37",,,,-19.0,,Nuageux
2020-01-10 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,01:00,"-10,8",,"-16,5",,63.0,,,,7.0,,14.0,,"24,1",,"103,36",,,,-17.0,,ND
2020-01-10 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,02:00,"-10,5",,"-16,2",,63.0,,,,7.0,,16.0,,"24,1",,"103,11",,,,-18.0,,ND
2020-01-10 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,03:00,"-10,2",,"-15,9",,63.0,,,,8.0,,20.0,,"24,1",,"102,88",,,,-18.0,,Nuageux
2020-01-10 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,04:00,"-9,2",,"-14,7",,64.0,,,,6.0,,13.0,,"24,1",,"102,65",,,,-15.0,,ND
2020-01-10 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,05:00,"-9,3",,"-14,3",,67.0,,,,2.0,,20.0,,"24,1",,"102,45",,,,-17.0,,ND
2020-01-10 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,06:00,"-9,2",,"-13,4",,71.0,,,,3.0,,19.0,,"24,1",,"102,31",,,,-17.0,,Nuageux
2020-01-10 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,07:00,"-10,1",,"-13,6",,76.0,,,,2.0,,18.0,,"24,1",,"102,22",,,,-18.0,,ND
2020-01-10 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,08:00,"-9,9",,"-13,6",,75.0,,,,36.0,,14.0,,"24,1",,"102,20",,,,-16.0,,ND
2020-01-10 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,09:00,"-9,8",,"-13,5",,75.0,,,,36.0,,18.0,,"24,1",,"102,12",,,,-17.0,,Nuageux
2020-01-10 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,10:00,"-9,2",,"-12,6",,76.0,,,,5.0,,13.0,,"24,1",,"101,98",,,,-15.0,,Neige
2020-01-10 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,11:00,"-7,3",,"-10,9",,75.0,,,,34.0,,13.0,,"19,3",,"101,92",,,,-13.0,,Neige
2020-01-10 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,12:00,"-8,6",,"-11,8",,78.0,,,,2.0,,13.0,,"24,1",,"101,93",,,,-15.0,,Nuageux
2020-01-10 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,13:00,"-7,7",,"-10,7",,80.0,,,,36.0,,9.0,,"24,1",,"101,91",,,,-12.0,,ND
2020-01-10 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,14:00,"-6,9",,"-9,9",,79.0,,,,1.0,,7.0,,"24,1",,"101,97",,,,-10.0,,ND
2020-01-10 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,15:00,"-6,0",,"-9,3",,78.0,,,,36.0,,1.0,,"24,1",,"101,97",,,,-6.0,,Nuageux
2020-01-10 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,16:00,"-3,9",,"-7,4",,77.0,,,,28.0,,4.0,,"24,1",,"101,95",,,,-6.0,,ND
2020-01-10 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,17:00,"-2,7",,"-6,1",,78.0,,,,14.0,,6.0,,"24,1",,"101,89",,,,-5.0,,ND
2020-01-10 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,18:00,"-0,5",,"-3,7",,79.0,,,,13.0,,7.0,,"24,1",,"101,83",,,,-3.0,,Nuageux
2020-01-10 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,19:00,"0,4",,"-3,0",,78.0,,,,13.0,,8.0,,"24,1",,"101,82",,,,,,ND
2020-01-10 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,20:00,"0,8",,"-2,1",,81.0,,,,14.0,,11.0,,"24,1",,"101,85",,,,,,ND
2020-01-10 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,21:00,"1,7",,"-1,1",,82.0,,,,15.0,,9.0,,"24,1",,"101,87",,,,,,Nuageux
2020-01-10 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,22:00,"1,5",,"-1,1",,83.0,,,,15.0,,10.0,,"24,1",,"101,91",,,,,,ND
2020-01-10 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,10,23:00,"1,3",,"-0,8",,86.0,,,,15.0,,13.0,,"24,1",,"101,95",,,,,,ND
2020-01-11 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,00:00,"1,8",,"-0,6",,85.0,,,,15.0,,10.0,,"24,1",,"101,98",,,,,,Nuageux
2020-01-11 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,01:00,"2,0",,"-0,4",,84.0,,,,14.0,,3.0,,"24,1",,"102,01",,,,,,ND
2020-01-11 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,02:00,"2,0",,"0,0",,86.0,,,,13.0,,5.0,,"24,1",,"101,99",,,,,,ND
2020-01-11 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,03:00,"2,1",,"0,2",,87.0,,,,14.0,,7.0,,"24,1",,"102,04",,,,,,Nuageux
2020-01-11 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,04:00,"1,7",,"0,0",,88.0,,,,14.0,,8.0,,"24,1",,"102,04",,,,,,ND
2020-01-11 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,05:00,"1,9",,"0,4",,90.0,,,,13.0,,8.0,,"24,1",,"102,02",,,,,,ND
2020-01-11 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,06:00,"2,0",,"0,6",,90.0,,,,12.0,,9.0,,"24,1",,"101,96",,,,,,Nuageux
2020-01-11 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,07:00,"1,6",,"1,0",,95.0,,,,13.0,,10.0,,"16,1",,"101,91",,,,,,Pluie
2020-01-11 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,08:00,"1,8",,"1,2",,96.0,,,,13.0,,9.0,,"6,4",,"101,83",,,,,,"Bruine,Brouillard"
2020-01-11 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,09:00,"2,1",,"1,6",,96.0,,,,12.0,,8.0,,"12,9",,"101,62",,,,,,Nuageux
2020-01-11 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,10:00,"2,2",,"1,6",,96.0,,,,13.0,,13.0,,"16,1",,"101,43",,,,,,ND
2020-01-11 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,11:00,"2,4",,"1,8",,96.0,,,,14.0,,15.0,,"12,9",,"101,28",,,,,,Pluie
2020-01-11 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,12:00,"2,7",,"2,2",,96.0,,,,15.0,,5.0,,"16,1",,"101,10",,,,,,Pluie
2020-01-11 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,13:00,"3,3",,"2,8",,96.0,,,,14.0,,19.0,,"24,1",,"100,86",,,,,,ND
2020-01-11 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,14:00,"4,1",,"3,4",,95.0,,,,15.0,,22.0,,"24,1",,"100,72",,,,,,Pluie
2020-01-11 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,15:00,"4,9",,"4,0",,94.0,,,,16.0,,23.0,,"24,1",,"100,68",,,,,,Pluie
2020-01-11 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,16:00,"5,2",,"4,4",,95.0,,,,17.0,,10.0,,"3,6",,"100,57",,,,,,"Pluie modérée,Brouillard"
2020-01-11 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,17:00,"5,2",,"4,7",,96.0,,,,15.0,,13.0,,"2,0",,"100,49",,,,,,"Pluie modérée,Brouillard"
2020-01-11 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,18:00,"6,5",,"6,1",,97.0,,,,17.0,,7.0,,"1,0",,"100,45",,,,,,"Pluie,Brouillard"
2020-01-11 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,19:00,"4,7",,"4,3",,97.0,,,,36.0,,9.0,,"1,2",,"100,52",,,,,,"Pluie modérée,Brouillard"
2020-01-11 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,20:00,"4,8",,"4,4",,97.0,,,,1.0,,7.0,,"3,2",,"100,62",,,,,,"Pluie,Brouillard"
2020-01-11 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,21:00,"3,6",,"3,2",,97.0,,,,3.0,,32.0,,"4,8",,"100,76",,,,,,"Pluie modérée,Brouillard"
2020-01-11 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,22:00,"2,6",,"2,1",,96.0,,,,2.0,,28.0,,"4,8",,"100,93",,,,,,"Pluie modérée,Brouillard"
2020-01-11 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,11,23:00,"2,4",,"1,5",,94.0,,,,5.0,,25.0,,"4,8",,"100,93",,,,,,"Pluie,Brouillard"
2020-01-12 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,1,12,00:00,"2,0",,"0,9",,92.0,,,,4.0,,28.0,,"4,8",,"100,96",,,,,,"Pluie,Brouillard"
